guid,link,title,category,collected_at_utc
https://news.web.nhk/newsweb/na/nd-20260822de45682,https://news.web.nhk/newsweb/na/nd-20260822de45682,関東南部で一時 猛烈な雨 低地の浸水や川の増水に警戒を,主要,2026-08-22T16:36:00Z
https://news.web.nhk/newsweb/na/nd-20260822de45716,https://news.web.nhk/newsweb/na/nd-20260822de45716,東京駅近くで信号機が地面に沈む 工事中 大雨が原因の可能性,主要,2026-08-22T16:36:00Z
https://news.web.nhk/newsweb/na/nd-20260823de45732,https://news.web.nhk/newsweb/na/nd-20260823de45732,沖縄 石垣市と竹富町に避難指示,主要,2026-08-22T16:36:00Z
https://news.web.nhk/newsweb/na/nd-20260822de45693,https://news.web.nhk/newsweb/na/nd-20260822de45693,台風20号の影響 沖縄 八重山地方で23日に線状降水帯発生おそれ,主要,2026-08-22T16:36:00Z
https://news.web.nhk/newsweb/na/nd-20260822de45675,https://news.web.nhk/newsweb/na/nd-20260822de45675,栃木4人死亡列車事故 運転士200メートル手前で進入許可認識か,主要,2026-08-22T16:36:00Z
https://news.web.nhk/newsweb/na/nd-20260822de45677,https://news.web.nhk/newsweb/na/nd-20260822de45677,千葉豪雨 死者13人 浸水被害約3900棟 外房線あす全線運転再開,主要,2026-08-22T16:36:00Z
https://news.web.nhk/newsweb/na/nd-20260820de45392,https://news.web.nhk/newsweb/na/nd-20260820de45392,高校野球 智弁和歌山が優勝 5年ぶり4回目 健大高崎に逆転勝ち,主要,2026-08-22T16:36:00Z
https://news.web.nhk/newsweb/na/nd-20260823de45736,https://news.web.nhk/newsweb/na/nd-20260823de45736,JR外房線 きょう始発から全線で運転再開へ,社会,2026-08-22T16:36:00Z
https://news.web.nhk/newsweb/na/nd-20260822de45718,https://news.web.nhk/newsweb/na/nd-20260822de45718,滋賀 野洲 化学工場で男性作業員2人が意識不明,社会,2026-08-22T16:36:00Z
https://news.web.nhk/newsweb/na/nd-20260822de45675,https://news.web.nhk/newsweb/na/nd-20260822de45675,栃木4人死亡列車事故 運転士200メートル手前で進入許可認識か,社会,2026-08-22T16:36:00Z
