guid,link,title,category,collected_at_utc
https://news.web.nhk/newsweb/na/nd-20260820de45242,https://news.web.nhk/newsweb/na/nd-20260820de45242,栃木 東武日光線の駅で作業員4人が特急と接触し死亡,主要,2026-08-20T16:48:00Z
https://news.web.nhk/newsweb/na/nd-20260820de45221,https://news.web.nhk/newsweb/na/nd-20260820de45221,台風18号 23日には非常に強い勢力に発達か 今後の情報に注意を,主要,2026-08-20T16:48:00Z
https://news.web.nhk/newsweb/na/nd-20260820de45364,https://news.web.nhk/newsweb/na/nd-20260820de45364,千葉豪雨 幹線道路の車両移動は完了も水没車両の対応続く,主要,2026-08-20T16:48:00Z
https://news.web.nhk/newsweb/na/nd-20260820de45369,https://news.web.nhk/newsweb/na/nd-20260820de45369,小泉防衛相 インドと通信アンテナ早期移転へ新協議体設置合意,主要,2026-08-20T16:48:00Z
https://news.web.nhk/newsweb/na/nd-20260820de45408,https://news.web.nhk/newsweb/na/nd-20260820de45408,柏崎刈羽原発で運転員が他人のIDカードで不適切に退室,主要,2026-08-20T16:48:00Z
https://news.web.nhk/newsweb/na/nd-20260820de45423,https://news.web.nhk/newsweb/na/nd-20260820de45423,日オマーン外相 “ホルムズ海峡 国際社会で議論が不可欠”,主要,2026-08-20T16:48:00Z
https://news.web.nhk/newsweb/na/nd-20260820de45387,https://news.web.nhk/newsweb/na/nd-20260820de45387,阪神 伊原陵人投手 1軍選手登録を抹消 週刊誌報道を受けて,主要,2026-08-20T16:48:00Z
https://news.web.nhk/newsweb/na/nd-20260820de45371,https://news.web.nhk/newsweb/na/nd-20260820de45371,福岡 天神 女性殺害事件 退勤5時間後に女性いないと知人が通報,社会,2026-08-20T16:48:00Z
https://news.web.nhk/newsweb/na/nd-20260820de45212,https://news.web.nhk/newsweb/na/nd-20260820de45212,高校無償化で私立人気が高まる 公立高校の志願者全国で4％余減,社会,2026-08-20T16:48:00Z
https://news.web.nhk/newsweb/na/nd-20260820de45347,https://news.web.nhk/newsweb/na/nd-20260820de45347,熊本地震 車中泊などで死亡は災害関連死か 自治体に相談相次ぐ,社会,2026-08-20T16:48:00Z
https://news.web.nhk/newsweb/na/nd-20260820de45231,https://news.web.nhk/newsweb/na/nd-20260820de45231,熊本 住宅狙う空き巣対策でパトロール強化【被災地の動き】,社会,2026-08-20T16:48:00Z
https://news.web.nhk/newsweb/na/nd-20260820de45331,https://news.web.nhk/newsweb/na/nd-20260820de45331,強盗予備の疑いで新たに18歳を逮捕 指示役兼リクルート役か,社会,2026-08-20T16:48:00Z
https://news.web.nhk/newsweb/na/nd-20260820de45351,https://news.web.nhk/newsweb/na/nd-20260820de45351,愛子さま 大阪でフェルメールの作品を鑑賞,社会,2026-08-20T16:48:00Z
https://news.web.nhk/newsweb/na/nd-20260820de45326,https://news.web.nhk/newsweb/na/nd-20260820de45326,日本製紙八代工場 地震で先端損傷の煙突 来月中旬めど撤去へ,社会,2026-08-20T16:48:00Z
https://news.web.nhk/newsweb/na/nd-20260820de45335,https://news.web.nhk/newsweb/na/nd-20260820de45335,北朝鮮が複数の弾道ミサイル発射 日本のEEZ外に落下か 防衛省,社会,2026-08-20T16:48:00Z
https://news.web.nhk/newsweb/na/nd-20260820de45313,https://news.web.nhk/newsweb/na/nd-20260820de45313,熊本地震 八代市長が農業用水確保などの支援を鈴木農相に要請,社会,2026-08-20T16:48:00Z
https://news.web.nhk/newsweb/na/nd-20260820de45309,https://news.web.nhk/newsweb/na/nd-20260820de45309,イオンが事故調査委員会を発足 爆発事故の原因など究明へ,社会,2026-08-20T16:48:00Z
https://news.web.nhk/newsweb/na/nd-20260820de45300,https://news.web.nhk/newsweb/na/nd-20260820de45300,首都高 中央環状線内回りで車両火災 通行止め解除,社会,2026-08-20T16:48:00Z
https://news.web.nhk/newsweb/na/nd-20260820de45290,https://news.web.nhk/newsweb/na/nd-20260820de45290,火星衛星探査機「MMX」10月20日打ち上げ JAXA発表,社会,2026-08-20T16:48:00Z
https://news.web.nhk/newsweb/na/nd-20260820de45277,https://news.web.nhk/newsweb/na/nd-20260820de45277,三重 釣り客2人死亡の衝突事故 遊漁船船長を書類送検 鳥羽海保,社会,2026-08-20T16:48:00Z
